epoch	loss	accuracy	solved	dataset	run_id
0	2.2096121	0.11111111	0.0	train	5
1	0.94125867	0.70205504	0.061855555	train	5
2	0.543423	0.88112104	0.39699444	train	5
3	0.49329627	0.9052978	0.48316666	train	5
4	0.47491238	0.91562545	0.51668334	train	5
5	0.46373925	0.92243356	0.5368611	train	5
6	0.45611963	0.92693084	0.55418336	train	5
7	0.45033357	0.9305368	0.5665333	train	5
8	0.4455389	0.93360114	0.57781667	train	5
9	0.44112638	0.9362042	0.58742225	train	5
10	0.43952525	0.9371866	0.59155	train	5
11	0.43446317	0.9402599	0.6023722	train	5
12	0.43141666	0.9419407	0.6095222	train	5
13	0.4277825	0.9441579	0.61825	train	5
14	0.4350046	0.94079214	0.6060889	train	5
15	0.42402846	0.9465268	0.6270889	train	5
16	0.420363	0.9486204	0.63487226	train	5
17	0.42193776	0.9477097	0.63227224	train	5
18	0.4160989	0.9509699	0.64485	train	5
19	0.41474319	0.9516269	0.6471611	train	5
20	0.41317323	0.9527938	0.6524	train	5
21	0.41120157	0.95380664	0.65654445	train	5
22	0.40930137	0.9548602	0.6603611	train	5
23	0.40722853	0.95611495	0.66476667	train	5
24	0.40823725	0.9552484	0.6623667	train	5
25	0.4055173	0.957048	0.6691778	train	5
26	0.404148	0.9578026	0.67349446	train	5
27	0.4029347	0.9585324	0.6765722	train	5
28	0.4022266	0.958924	0.6789	train	5
29	0.40203655	0.95894474	0.68023336	train	5
30	0.39966762	0.9602552	0.6847445	train	5
31	0.3994198	0.9603711	0.6863111	train	5
32	0.3986861	0.9606728	0.6883944	train	5
33	0.39777586	0.9613119	0.6907889	train	5
34	0.39888936	0.9604427	0.6880444	train	5
35	0.39644495	0.9618847	0.69464445	train	5
36	0.39508194	0.9626855	0.69739443	train	5
37	0.39920953	0.96049124	0.68931115	train	5
38	0.3948324	0.9628235	0.7001111	train	5
39	0.39419115	0.96308637	0.7003222	train	5
40	0.39525777	0.96237904	0.6980445	train	5
41	0.39279997	0.96369755	0.7050222	train	5
42	0.39663288	0.96222097	0.6980944	train	5
43	0.39143848	0.96443695	0.7083667	train	5
44	0.39132735	0.96448624	0.70865	train	5
45	0.3910858	0.9645565	0.7089056	train	5
46	0.3908324	0.96473634	0.7091778	train	5
47	0.39012128	0.9649993	0.7105833	train	5
48	0.38958618	0.96536154	0.7125556	train	5
49	0.3898123	0.96514237	0.7120445	train	5
50	0.38913772	0.9655438	0.71418333	train	5
51	0.38824096	0.9660525	0.71641666	train	5
52	0.3905106	0.9646865	0.71047777	train	5
53	0.3876705	0.9662759	0.71795	train	5
54	0.38825175	0.96595544	0.7159	train	5
55	0.388651	0.9656175	0.71472776	train	5
56	0.3896524	0.96524906	0.7139111	train	5
57	0.39009824	0.9648539	0.7117278	train	5
58	0.38740015	0.96645147	0.7182389	train	5
59	0.38641447	0.9668454	0.7210389	train	5
60	0.38682136	0.9667624	0.7199167	train	5
61	0.3862605	0.96696806	0.7216333	train	5
62	0.38646027	0.96702856	0.72129446	train	5
63	0.38608664	0.9670701	0.7224889	train	5
64	0.38604376	0.9670887	0.7215111	train	5
65	0.38522217	0.96754086	0.72399443	train	5
66	0.38463837	0.9679066	0.7257444	train	5
67	0.3844831	0.9679165	0.7262167	train	5
68	0.38522133	0.96754056	0.7242278	train	5
69	0.38433316	0.96795017	0.72631115	train	5
70	0.38448197	0.96794444	0.7263889	train	5
71	0.38394877	0.96820784	0.7274778	train	5
72	0.38380504	0.96824306	0.72812223	train	5
73	0.38360858	0.9684087	0.7281667	train	5
74	0.38449803	0.96795577	0.72701114	train	5
75	0.38625887	0.96717703	0.72384447	train	5
76	0.38299224	0.9686925	0.7299389	train	5
77	0.38406765	0.9680284	0.72732776	train	5
78	0.3826461	0.9689035	0.73113334	train	5
79	0.3834064	0.96853244	0.7293389	train	5
80	0.3866967	0.9666361	0.72132224	train	5
81	0.38241774	0.96889913	0.7318278	train	5
82	0.38250026	0.9689658	0.73212224	train	5
83	0.38235494	0.9690439	0.7325	train	5
84	0.38221774	0.96907955	0.7322778	train	5
85	0.38195828	0.9691638	0.7332111	train	5
86	0.38217434	0.96912813	0.73296666	train	5
87	0.38196138	0.96927196	0.7338778	train	5
88	0.381936	0.9693017	0.73421115	train	5
89	0.38152614	0.96946824	0.7344667	train	5
90	0.38224724	0.96901566	0.73165554	train	5
91	0.38109434	0.9695908	0.73566115	train	5
92	0.38077322	0.9698727	0.7353889	train	5
93	0.38088655	0.9697671	0.7358556	train	5
94	0.38245317	0.96895385	0.73156667	train	5
95	0.38066033	0.9698615	0.7369889	train	5
96	0.38047126	0.9699688	0.73702776	train	5
97	0.38059348	0.9699393	0.7371333	train	5
98	0.38067728	0.9698773	0.73619443	train	5
99	0.3801083	0.97025615	0.73850554	train	5
100	0.38020942	0.97021586	0.73874444	train	5
0	2.209601	0.11111111	0.0	test	5
1	0.61122125	0.8536262	0.29233333	test	5
2	0.5075	0.89770025	0.46372223	test	5
3	0.47968873	0.9131001	0.5161667	test	5
4	0.47230202	0.9149355	0.5146667	test	5
5	0.46448183	0.9229479	0.5363333	test	5
6	0.45339492	0.92973113	0.5672778	test	5
7	0.44975492	0.9298944	0.56133336	test	5
8	0.4414229	0.9360432	0.58622223	test	5
9	0.44234416	0.9365226	0.59866667	test	5
10	0.44262704	0.93354046	0.5711667	test	5
11	0.43271002	0.9417181	0.6205556	test	5
12	0.43000725	0.94230247	0.60877776	test	5
13	0.42572665	0.94541085	0.6254445	test	5
14	0.4282945	0.943965	0.6151111	test	5
15	0.42601186	0.9452956	0.6302778	test	5
16	0.42323807	0.94731826	0.6293333	test	5
17	0.41913727	0.94815433	0.62983334	test	5
18	0.4209956	0.9461783	0.62472224	test	5
19	0.41639897	0.9514849	0.65316665	test	5
20	0.41178223	0.9535878	0.6555	test	5
21	0.41112426	0.9532099	0.65294445	test	5
22	0.4083758	0.9546145	0.6590556	test	5
23	0.40748695	0.95591426	0.66705555	test	5
24	0.4111465	0.95395267	0.6676111	test	5
25	0.40538117	0.95677847	0.672	test	5
26	0.40757442	0.95616597	0.6778889	test	5
27	0.40735066	0.95610356	0.6678889	test	5
28	0.40501434	0.9574595	0.68	test	5
29	0.401638	0.95819616	0.66822225	test	5
30	0.40215084	0.9591735	0.6868333	test	5
31	0.4008011	0.9586042	0.6729444	test	5
32	0.40289545	0.9595418	0.6985556	test	5
33	0.39928955	0.96174073	0.71216667	test	5
34	0.40021876	0.9600802	0.685	test	5
35	0.3967002	0.961334	0.70283335	test	5
36	0.39993048	0.95945334	0.6848889	test	5
37	0.40914935	0.9546927	0.6612778	test	5
38	0.39648083	0.96235186	0.7109445	test	5
39	0.39598414	0.9615802	0.6962778	test	5
40	0.39551988	0.96161044	0.69	test	5
41	0.39883542	0.9598306	0.68105555	test	5
42	0.39405254	0.9630576	0.6996111	test	5
43	0.39215016	0.9639499	0.7153889	test	5
44	0.39370456	0.96264744	0.70144445	test	5
45	0.39803803	0.96080726	0.6925	test	5
46	0.39134476	0.96383333	0.699	test	5
47	0.4054219	0.9544314	0.6557778	test	5
48	0.39310238	0.96367764	0.70966667	test	5
49	0.39075902	0.9640521	0.70761114	test	5
50	0.3901499	0.9650885	0.71644443	test	5
51	0.3915506	0.96369135	0.7091111	test	5
52	0.39543766	0.96084565	0.68394446	test	5
53	0.38993934	0.9650528	0.7239444	test	5
54	0.38923746	0.96530247	0.7032222	test	5
55	0.389915	0.96489435	0.70611113	test	5
56	0.38927215	0.96598214	0.727	test	5
57	0.39287224	0.96301234	0.70533335	test	5
58	0.38973138	0.9659191	0.7352778	test	5
59	0.39228112	0.9629822	0.70022225	test	5
60	0.39687836	0.9608539	0.6870556	test	5
61	0.3881352	0.96592385	0.7162222	test	5
62	0.3863666	0.9666447	0.72172225	test	5
63	0.38643834	0.9669739	0.7272778	test	5
64	0.38825956	0.9657565	0.72066665	test	5
65	0.38829806	0.96568036	0.71655554	test	5
66	0.38728222	0.96604043	0.7174445	test	5
67	0.38416398	0.96801436	0.7318889	test	5
68	0.39024594	0.9629822	0.6976111	test	5
69	0.38444486	0.96751505	0.72594446	test	5
70	0.38518134	0.9672181	0.72400004	test	5
71	0.38555706	0.96673113	0.7198333	test	5
72	0.38678762	0.96652603	0.72344446	test	5
73	0.38458583	0.9676234	0.72294444	test	5
74	0.38657618	0.9665082	0.71911114	test	5
75	0.3828311	0.9687181	0.74255556	test	5
76	0.38643223	0.96734565	0.7347778	test	5
77	0.38732508	0.96590394	0.71894443	test	5
78	0.38480213	0.9676632	0.7314445	test	5
79	0.38212776	0.9690823	0.7461111	test	5
80	0.3865781	0.9672702	0.7288333	test	5
81	0.38547847	0.96670645	0.7187222	test	5
82	0.38358134	0.96844375	0.73466665	test	5
83	0.38362008	0.9681248	0.7307778	test	5
84	0.3848923	0.9669876	0.72022223	test	5
85	0.3885717	0.9658484	0.7252778	test	5
86	0.3940411	0.9626886	0.6852222	test	5
87	0.38665438	0.9666056	0.71933335	test	5
88	0.38344505	0.9678621	0.72594446	test	5
89	0.38427866	0.9682826	0.7340556	test	5
90	0.38666677	0.9666523	0.7243889	test	5
91	0.38379043	0.968358	0.72616667	test	5
92	0.3840798	0.96778667	0.7275556	test	5
93	0.3868336	0.9666557	0.72844446	test	5
94	0.38148186	0.96843415	0.7228889	test	5
95	0.38557193	0.96727914	0.73466665	test	5
96	0.3831721	0.9684602	0.73311114	test	5
97	0.38274646	0.9693909	0.7461111	test	5
98	0.38585952	0.96792454	0.7443889	test	5
99	0.3831918	0.9685912	0.7383889	test	5
100	0.3846103	0.96765774	0.73866665	test	5
